PROVIDERID,PROVIDERNAME,PROVIDERSERVICETYPE,STREETADDRESS,CITY,STATE,ZIP,COUNTY,COMMUNITY,ECC,CCRR,SCHOOLDISTRICT,POINT_X,POINT_Y,AWARDDATE,EXPIRATIONDATE,QRISRATINGLEVEL,TOTALLICENSEDCAPACITY,CCCAPCHILDCOUNT_D1,CCCAPCASECOUNT_D1,CCCAPFAEXPDATE_D1,CCCAPTOTALAUTH_D1,CCCAPFASTATUS_D1,CCCAP_AMOUNT_PAID_D1,CCCAPFAEXPDATE_D2,CCCAPTOTALAUTH_D2,CCCAPFASTATUS_D2,YEAR_MONTH
1640721,ECSD EDWARDS ELEMENTARY,Child Care Center,0022 Meile LN,Edwards,CO,81632,Eagle,Minturn-Red Cliff,Eagle County School District RE 50,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,-106.606162,39.644638,12/13/2017 0:00,12/13/2020 0:00,Level 2,30,2,2,9/30/2018 0:00,2,1,145,9/30/2018 0:00,1,1,20180630
1640783,CANON CITY CHRISTIAN SCHOOL,Child Care Center,200 Justice Center RD,Canon City,CO,81212,Fremont,Cañon City,Cañon City School District RE-1,ECHO and Family Center Early Childhood Council,Childrens First,-105.18331,38.446624,11/22/2016 0:00,11/22/2019 0:00,Level 2,41, , ,4/30/2018 0:00,0,1,   , , , ,20180630
1640803,MOUNTAIN VISTA ELEMENTARY PRESCHOOL,Preschool Program,22002 E Radcliff PKWY,Centennial,CO,80015,Arapahoe,South Aurora,Cherry Creek School District 5,Arapahoe County Early Childhood Council,Child Care Innovations,-104.728494,39.63245,4/30/2017 0:00,4/30/2020 0:00,Level 4,103, , , , , ,   , , , ,20180630
1641003,COLE BEACONS NEGHBORHOOD CENTER,Neighborhood Youth Organization,3240 Humboldt ST,Denver,CO,80205,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.969665,39.76261, , , ,300, , , , , ,   , , , ,20180630
1641084,STARPOINT SPIN ON THE NORTH SIDE,Child Care Center,517 N Diamond,Canon City,CO,81212,Fremont,Cañon City,Cañon City School District RE-1,ECHO and Family Center Early Childhood Council,Childrens First,-105.215873,38.454353,8/31/2017 0:00,8/31/2020 0:00,Level 3,65,25,19,3/31/2019 0:00,26,1,7997,3/31/2019 0:00,28,1,20180630
1641085,JUANITA TETI,Family Child Care Home,6120 Ralston ST,Frederick,CO,80530,Weld,Erie-Frederick,St. Vrain Valley School District RE 1J,Promises for Children,Promises for Children,-104.920462,40.089502, , ,Level 1,6, , , , , ,   , , , ,20180630
1641164,CHAMPIONS,School-Age Child Care Center,7180 Oak ST,Arvada,CO,80004,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.117081,39.825899, , , ,50,4,3,10/31/2019 0:00,5,1,452,10/31/2019 0:00,4,1,20180630
1641212,KEYSTONE SCIENCE SCHOOL,School-Age Child Care Center,1053 Soda Ridge RD,Dillon,CO,80435,Summit,Breckenridge,Summit School District RE-1,Summit County Early Childhood Learning Council,Summit Co CCR&R,-105.99004,39.599795, , , ,100, , , , , ,   , , , ,20180630
1641338,JAMIE BOHN,Large Family Child Care Home,5866 Sunny Crest Dr.,Timnath,CO,80547,Larimer,Timnath-Wellington,Poudre School District R-1,Early Childhood Council of Larimer County,ECC of Larimer County,-104.949966,40.504599, , ,Level 1,12, , , , , ,   , , , ,20180630
1641344,AMY ANTINORA,Family Child Care Home,9139 Prairie Clover DR,Colorado Springs,CO,80920,El Paso,Colorado Springs,Academy School District 20,Alliance for Kids,Alliance for Kids,-104.744845,38.9626, , ,Level 1,6, , , , , ,   , , , ,20180630
1641351,SAMAR SWAIDAN,Family Child Care Home,2716 S King ST,Denver,CO,80236,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-105.032572,39.667165, , ,Level 1,6, , ,1/31/2020 0:00,2,1,   ,1/31/2020 0:00,7,1,20180630
1641364,WAHNUE WASHINGTON,Large Family Child Care Home,22503 E Powers PL,Aurora,CO,80015,Arapahoe,South Aurora,Cherry Creek School District 5,Arapahoe County Early Childhood Council,Child Care Innovations,-104.725991,39.614925,2/18/2016 0:00,2/18/2019 0:00,Level 2,12, , , , , ,   , , , ,20180630
1641392,NICOLETTE HARMON,Large Family Child Care Home,12823 Pine Valley CIR,Peyton,CO,80831,El Paso,Black Forest-Peyton,Falcon School District 49,Alliance for Kids,Alliance for Kids,-104.59963,38.962999,8/1/2016 0:00,8/1/2019 0:00,Level 2,12, , , , , ,   , , , ,20180630
1641397,YVONNE LAMBERT,Family Child Care Home,2647 S Macon CT,Aurora,CO,80014,Arapahoe,South Aurora,Cherry Creek School District 5,Arapahoe County Early Childhood Council,Child Care Innovations,-104.856031,39.668981, , ,Level 1,6, , , , , ,   , , , ,20180630
1641425,CHAMPIONS EXT LEARNING,School-Age Child Care Center,6464 Peterson RD,Colorado Springs,CO,80923,El Paso,Elsmere,Falcon School District 49,Alliance for Kids,Alliance for Kids,-104.693681,38.925425, , , ,75,4,2,12/31/2018 0:00,4,1,113,12/31/2018 0:00,0,1,20180630
1641443,CEEN 23RD AVE,Child Care Center,612 23rd AVE,Greeley,CO,80631,Weld,Greeley,Greeley School District 6,Promises for Children,Promises for Children,-104.715419,40.426155,1/1/2015 0:00,12/31/2020 0:00,Level 4,30, , , , , ,   , , , ,20180630
1641495,GANEINU,Child Care Center,428 S Forest ST,Denver,CO,80246,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.926623,39.708749,7/31/2017 0:00,7/31/2020 0:00,Level 2,18,4,4,12/31/2019 0:00,5,1,2146,12/31/2019 0:00,5,1,20180630
1641497,ST KATHARINE DREXEL CATHOLIC PRESCHOOL,Child Care Center,5761 McArthur Ranch RD,Littleton,CO,80124,Douglas,Sedalia,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.922938,39.522454,11/30/2017 0:00,11/30/2020 0:00,Level 2,20, , , , , ,   , , , ,20180630
1641559,BUFFALO RIDGE ELEMENTARY,Preschool Program,7075 N Shoreham DR,Castle Rock,CO,80108,Douglas,Sedalia,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.894205,39.465953,11/10/2016 0:00,11/10/2019 0:00,Level 2,32, , , , , ,   , , , ,20180630
1641567,YMCA OF THE PIKES PEAK REGION @ MIDLAND ELEM,School-Age Child Care Center,2110 W Broadway ST,Colorado Springs,CO,80904,El Paso,Colorado Springs,Colorado Springs School District 11,Alliance for Kids,Alliance for Kids,-104.862983,38.838329, , , ,50, , ,12/31/2018 0:00,3,1,   ,12/31/2018 0:00,1,1,20180630
1641635,IMAGINE CHARTER SCHOOL AT FIRESTONE B&A CARE,School-Age Child Care Center,5753 Twilight AVE,Firestone,CO,80504,Weld,Erie-Frederick,St. Vrain Valley School District RE 1J,Promises for Children,Promises for Children,-104.947601,40.163592, , , ,100, , , , , ,   , , , ,20180630
1641640,ASPEN VIEW ACADEMY,Child Care Center,2131 Low Meadow BLVD,Castle Rock,CO,80109,Douglas,Castle Rock,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.885879,39.394401,4/13/2017 0:00,4/13/2020 0:00,Level 2,24, , , , , ,   , , , ,20180630
1641647,ASPEN VIEW ACADEMY,School-Age Child Care Center,2131 Low Meadow BLVD,Castle Rock,CO,80109,Douglas,Castle Rock,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.885879,39.394401, , , ,90, , , , , ,   , , , ,20180630
1641649,STEELE SCHOOL FOR EARLY LEARNING,Child Care Center,5030 Carr ST,Arvada,CO,80002,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.089879,39.788256,9/22/2017 0:00,9/22/2020 0:00,Level 2,112,14,9,9/30/2019 0:00,17,1,3802,9/30/2019 0:00,15,1,20180630
1641682,MSU DENVER EARLY FAMILY LITERACY @ STEM,Child Care Center,9450 Pecos ST,Thornton,CO,80260,Adams,West Adams,Northglenn-Thornton School District 12,Early Childhood Partnership of Adams County,Child Care Innovations,-105.005008,39.868749,6/30/2015 0:00,6/30/2018 0:00,Level 4,15, , , , , ,   , , , ,20180630
1641807,MONICAH MOFFITT,Family Child Care Home,6400 S Ider ST,Aurora,CO,80016,Arapahoe,East Arapahoe,Cherry Creek School District 5,Arapahoe County Early Childhood Council,Child Care Innovations,-104.696428,39.600395, , ,Level 1,6, , , , , ,   , , , ,20180630
1641842,DPS ECE PASCUAL LE DOUX ACADEMY,Child Care Center,1055 S Hazel CT,Denver,CO,80219,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-105.027628,39.69772,1/31/2017 0:00,1/31/2020 0:00,Level 4,280, , , , , ,   , , , ,20180630
1641846,DPS ECE SWIGERT INTERNATIONAL SCHOOL,Child Care Center,3480 Syracuse,Denver,CO,80238,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.898306,39.764603,1/31/2017 0:00,1/31/2020 0:00,Level 4,20, , , , , ,   , , , ,20180630
1641898,MONTESSORI DEL MUNDO,Child Care Center,15503 B E Mississippi AVE,Aurora,CO,80017,Arapahoe,South Aurora,Adams-Arapahoe School District 28J,Arapahoe County Early Childhood Council,Child Care Innovations,-104.807458,39.697661,4/13/2018 0:00,4/13/2021 0:00,Level 2,140, , ,6/30/2020 0:00,4,1,   ,6/30/2020 0:00,4,1,20180630
1642313,THE HUB AT HYGIENE ELEMENTARY,School-Age Child Care Center,11968 N 75th ST,Longmont,CO,80503,Boulder,Longmont,St. Vrain Valley School District RE 1J,Early Childhood Council of Boulder County,ECC Boulder Co,-105.177252,40.19178, , , ,75,4,5,6/1/2018 0:00,9,1,895,12/31/2019 0:00,17,1,20180630
1642325,MERRYHILL SCHOOL,Child Care Center,12201 S Parker RD,Parker,CO,80134,Douglas,Parker,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.761609,39.49475, , ,Level 1,180, , , , , ,   , , , ,20180630
1642328,MERRYHILL SCHOOL,Child Care Center,4250 Trail Boss LN,Castle Rock,CO,80104,Douglas,Castle Rock,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.857106,39.405417, , ,Level 1,144, , , , , ,   , , , ,20180630
1642333,MERRYHILL SCHOOL,Child Care Center,8502 Park Meadows DR,Lone Tree,CO,80124,Douglas,Sedalia,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.891146,39.560902, , ,Level 1,167, , , , , ,   , , , ,20180630
1642336,MERRYHILL SCHOOL,Child Care Center,9345 S Colorado BLVD,Highlands Ranch,CO,80126,Douglas,Sedalia,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.943398,39.546682, , ,Level 1,116, , , , , ,   , , , ,20180630
1642351,THE DA VINCI ACADEMY,Preschool Program,1335 Bridle Oaks,Colorado Springs,CO,80921,El Paso,Black Forest-Peyton,Academy School District 20,Alliance for Kids,Alliance for Kids,-104.803373,39.012192, , ,Level 1,15, , , , , ,   , , , ,20180630
1642399,CARYL BREY,Family Child Care Home,350 Honeysuckle DR,Hayden,CO,81639,Routt,Hayden,Hayden School District RE-1,First Impressions of Routt County,Summit Co CCR&R,-107.260473,40.481118,1/1/2017 0:00,1/1/2020 0:00,Level 2,6, , ,12/31/2019 0:00,0,1,   ,12/31/2019 0:00,0,1,20180630
1642443,YUMA CHILDREN'S ACADEMY,Child Care Center,915 W 8th AVE,Yuma,CO,80759,Yuma,Yuma,Yuma School District 1,"Early Childhood Council of Yuma, Washington, and Kit Carson","ECC Yuma, Washington, Kit Carson",-102.73497,40.118387,6/30/2017 0:00,6/30/2020 0:00,Level 3,90,9,7,6/30/2019 0:00,13,1,1452,6/30/2019 0:00,14,1,20180630
1642452,TIFFANY SPROUSE,Family Child Care Home,424 N Albany,Yuma,CO,80759,Yuma,Yuma,Yuma School District 1,"Early Childhood Council of Yuma, Washington, and Kit Carson","ECC Yuma, Washington, Kit Carson",-102.722365,40.129315, , ,Level 1,6, , , , , ,   , , , ,20180630
1642505,THE LEARNING TREE,Child Care Center,502 Capitol ST,Eagle,CO,81631,Eagle,Eagle-Gypsum,Eagle County School District RE 50,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,-106.829702,39.646148,5/7/2018 0:00,5/7/2021 0:00,Level 2,15,7,6,9/30/2019 0:00,7,1,6589,9/30/2019 0:00,7,1,20180630
1642567,"KID CENTRAL, LLC",Child Care Center,19423 N Turkey Creek RD,Morrison,CO,80465,Jefferson,South Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.221193,39.592052,5/31/2017 0:00,5/31/2020 0:00,Level 3,30,2,2,10/31/2020 0:00,6,1,471,10/31/2020 0:00,3,1,20180630
1642802,TELLURIDE ACADEMY,Resident Camp,300 S Mahoney DR,Telluride,CO,81435,San Miguel,Telluride,Telluride School District R-1,Bright Futures,Bright Futures,-107.821762,37.937967, , , ,48, , , , , ,   , , , ,20180630
1642804,JOHNSON EARLY CHILDHOOD CENTER,Preschool Program,13820 67.00 RD,Montrose,CO,81401,Montrose,Montrose,Montrose County School District RE-1J,Bright Futures,Bright Futures,-107.838632,38.491053,1/1/2015 0:00,12/31/2020 0:00,Level 4,15, , , , , ,   , , , ,20180630
1642806,SEWALL AT ISABELLA BIRD,Preschool Program,2701 N Lima ST,Denver,CO,80238,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.857315,39.756554,11/30/2016 0:00,11/30/2019 0:00,Level 4,15, , , , , ,   , , , ,20180630
1642909,MELISSA PAVLAT,Family Child Care Home,6723 S Ash WAY,Centennial,CO,80122,Arapahoe,Southwest Arapahoe,Littleton School District 6,Arapahoe County Early Childhood Council,Child Care Innovations,-104.938561,39.59385, , ,Level 1,6, , , , , ,   , , , ,20180630
1643233,LEANNE CABRAL,Family Child Care Home,4205 Pinal LN,Colordo Springs,CO,80911,El Paso,Fountain,Widefield School District 3,Alliance for Kids,Alliance for Kids,-104.725155,38.770722, , ,Level 1,6, , , , , ,   , , , ,20180630
1643331,PURPLEFROG RAINBOWSTAR,Family Child Care Home,3320 Marble Terrace,Colorado Springs,CO,80906,El Paso,Colorado Springs,Harrison School District 2,Alliance for Kids,Alliance for Kids,-104.813361,38.783052,3/13/2017 0:00,3/13/2020 0:00,Level 2,6,2,1,12/31/2018 0:00,2,1,825,12/31/2018 0:00,2,1,20180630
1643342,REBECCA PERSICHETTI,Family Child Care Home,9284 W Friend DR,Littleton,CO,80128,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.102225,39.571195, , ,Level 1,6, , , , , ,   , , , ,20180630
1643608,MINDOLYN RUTTER,Family Child Care Home,5448 S Versailles WAY,Aurora,CO,80015,Arapahoe,South Aurora,Cherry Creek School District 5,Arapahoe County Early Childhood Council,Child Care Innovations,-104.719617,39.616644, , ,Level 1,6, , ,4/30/2019 0:00,0,1,   ,4/30/2019 0:00,0,1,20180630
1643611,SANDRA BLACK,Three under Two Family Child Care Home,849 Candlestar LOOP N,Fountain,CO,80817,El Paso,Fountain,Fountain School District 8,Alliance for Kids,Alliance for Kids,-104.678146,38.667941,2/15/2017 0:00,2/15/2020 0:00,Level 3,6,1,1,3/31/2019 0:00,5,1,735,3/31/2019 0:00,1,1,20180630
1643650,SHELLI MILLS,Family Child Care Home,2652 Weyburn WAY,Colorado Springs,CO,80922,El Paso,Elsmere,Falcon School District 49,Alliance for Kids,Alliance for Kids,-104.698613,38.870096, , ,Level 1,6, , , , , ,   , , , ,20180630
1644098,"RAISING DAISIES DAYCARE, INC.",Child Care Center,710 Bunyan AVE,Berthoud,CO,80513,Larimer,Berthoud,Thompson School District R-2J,Early Childhood Council of Larimer County,ECC of Larimer County,-105.084248,40.312327,3/31/2016 0:00,3/31/2019 0:00,Level 4,54,17,11,2/29/2020 0:00,17,1,12992,2/29/2020 0:00,20,1,20180630
1644507,MOUNTAIN TOP PRESCHOOL AND CHILD CARE,Child Care Center,1250 Woodstock DR,Estes Park,CO,80517,Larimer,Estes Park,Park School District R-3,Early Childhood Council of Larimer County,ECC of Larimer County,-105.502042,40.370399,12/7/2015 0:00,12/7/2018 0:00,Level 2,41,3,3,12/31/2019 0:00,4,1,593,12/31/2019 0:00,3,1,20180630
1644521,JESSICA BRAME,Family Child Care Home,473 Mt Elbert ST,Brighton,CO,80601,Adams,Brighton,Brighton School District 27J,Early Childhood Partnership of Adams County,Child Care Innovations,-104.764546,39.980337, , ,Level 1,6, , , , , ,   , , , ,20180630
1644882,JENNIFER CREAGAN,Family Child Care Home,40573 Steamboat DR,Steamboat Spring,CO,80487,Routt,Steamboat Springs,Steamboat Springs School District RE-2,First Impressions of Routt County,Summit Co CCR&R,-106.906144,40.50808,4/11/2016 0:00,4/11/2019 0:00,Level 2,6,2,2,12/31/2019 0:00,1,1,1197,12/31/2019 0:00,1,1,20180630
1645062,WHITNEY DEGROOT,Family Child Care Home,930 Lupine ST,Golden,CO,80401,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.173391,39.731374,9/20/2017 0:00,9/20/2020 0:00,Level 2,6, , , , , ,   , , , ,20180630
1645225,DISCOVERY KIDS CHILDCARE AT ROCKRIMMON,Child Care Center,6835 Delmonico DR,Colorado Springs,CO,80919,El Paso,Colorado Springs,Academy School District 20,Alliance for Kids,Alliance for Kids,-104.832038,38.931031,10/31/2015 0:00,10/31/2018 0:00,Level 2,97,28,17,12/31/2018 0:00,32,1,13424,12/31/2018 0:00,26,1,20180630
1645603,THE HEART CHILD CARE CENTER LLC,Child Care Center,1475 E 33rd AVE,Denver,CO,80205,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.969997,39.763394,4/26/2016 0:00,4/26/2019 0:00,Level 2,49, , , , , ,   , , , ,20180630
1645670,LITTLE SUNSHINE'S PLAYHOUSE AND PRESCHOOL,Child Care Center,1245 Tenderfoot Hill RD,Colorado Springs,CO,80906,El Paso,Colorado Springs,Harrison School District 2,Alliance for Kids,Alliance for Kids,-104.80413,38.792799, , ,Level 1,112, , , , , ,   , , , ,20180630
1645700,KATRINA THOMSEN,Family Child Care Home,399 N Cora ST,Ridgway,CO,81432,Ouray,Ouray,Ridgway School District R-2,Bright Futures,Bright Futures,-107.75765,38.154304,2/16/2016 0:00,2/16/2019 0:00,Level 2,6, , , , , ,   , , , ,20180630
1645706,CREATIVE LEARNING ACADEMY,Child Care Center,2198 S Pagosa WAY,Aurora,CO,80013,Arapahoe,South Aurora,Adams-Arapahoe School District 28J,Arapahoe County Early Childhood Council,Child Care Innovations,-104.790533,39.675706,1/31/2018 0:00,1/31/2021 0:00,Level 4,133,75,54,12/31/2019 0:00,86,1,58110,12/31/2019 0:00,97,1,20180630
1645782,APRIL BANKS,Large Family Child Care Home,6435 Passing Sky DR,Colorado Springs,CO,80911,El Paso,Fountain,Widefield School District 3,Alliance for Kids,Alliance for Kids,-104.712358,38.761721,6/24/2016 0:00,6/24/2019 0:00,Level 3,12,3,2,12/31/2018 0:00,4,1,1696,12/31/2018 0:00,3,1,20180630
1645936,KPC KID'S PLACE,Child Care Center,2503 Holiday LN,Colorado Springs,CO,80909,El Paso,Colorado Springs,Colorado Springs School District 11,Alliance for Kids,Alliance for Kids,-104.783412,38.868328, , ,Level 1,12, , , , , ,   , , , ,20180630
1645993,DEBORAH FOX-CAMPBELL,Family Child Care Home,593 S Macon CT,Aurora,CO,80012,Arapahoe,South Aurora,Cherry Creek School District 5,Arapahoe County Early Childhood Council,Child Care Innovations,-104.856394,39.705999, , ,Level 1,6, , , , , ,   , , , ,20180630
1646005,CHILDREN'S PLAYLAND,Child Care Center,1555 S Havana ST,Aurora,CO,80012,Arapahoe,South Aurora,Cherry Creek School District 5,Arapahoe County Early Childhood Council,Child Care Innovations,-104.866033,39.688861,12/31/2017 0:00,12/31/2020 0:00,Level 3,70,39,31,1/31/2020 0:00,44,1,19306,1/31/2020 0:00,53,1,20180630
1646034,MOLLY TOKA,Family Child Care Home,19791 East 40th Avenue,Denver,CO,80249,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.756117,39.770865, , ,Level 1,6, , , , , ,   , , , ,20180630
1646141,ELISSA TAYLOR,Family Child Care Home,373 Sopris Creek RD,Basalt,CO,81621,Pitkin,Snowmass Village,Roaring Fork School District RE-1,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,-107.062002,39.358792, , ,Level 1,8, , ,9/30/2018 0:00,0,1,   ,9/30/2018 0:00,0,1,20180630
1646454,COLUMBINE CHRISTIAN SCHOOL,Child Care Center,1775 Florida RD,Durango,CO,81301,La Plata,Durango,Durango School District 9-R,Early Childhood Council of La Plata County,ECC La Plata Co,-107.840747,37.301048,1/16/2018 0:00,1/16/2021 0:00,Level 2,12, , , , , ,   , , , ,20180630
1646461,PEAK CENTER OF EXCELLENCE,Child Care Center,9126 W Bowles AVE UNIT 108,Littleton,CO,80123,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.10146,39.608696, , ,Level 1,108, , ,10/31/2018 0:00,0,1,   ,10/31/2018 0:00,0,1,20180630
1646530,KATINA KLINE,Three under Two Family Child Care Home,680 W Washington AVE,Hayden,CO,81639,Routt,Hayden,Hayden School District RE-1,First Impressions of Routt County,Summit Co CCR&R,-107.264151,40.492495,6/30/2017 0:00,6/30/2020 0:00,Level 2,6, , ,12/31/2019 0:00,0,1,   ,12/31/2019 0:00,0,1,20180630
1646637,KIDS SMART @ LUMBERG,School-Age Child Care Center,6705 W 22nd AVE,Edgewater,CO,80214,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.071135,39.750059, , , ,50,16,8,10/31/2020 0:00,19,1,5444,10/31/2020 0:00,17,1,20180630
